,publishedAt,authorDisplayName,textDisplay,text_clean,normalized_text,text_token,text_stemindo,polarity_score,polarity
3437,2023-10-03T23:55:02Z,@kenzolaarbianta8902,baguuuuss 👍👍smuanya hrs di ttup yg menyesat kn rkyt kcl dl gda online tiktok mlh nyaman&quot; aj cr mkn gampang .,baguuuuss smuanya hrs di ttup yg menyesat kn rkyt kcl dl gda online tiktok mlh nyamanquot aj cr mkn gampang ,baguuuuss smuanya harus di ttup yang menyesat kan rkyt kcl dulu enggak ada online tiktok malah nyamanquot saja cara makin gampang ,"['baguuuuss', 'smuanya', 'harus', 'di', 'ttup', 'yang', 'menyesat', 'kan', 'rkyt', 'kcl', 'dulu', 'enggak', 'ada', 'online', 'tiktok', 'malah', 'nyamanquot', 'saja', 'cara', 'makin', 'gampang']",baguuuuss smuanya harus di ttup yang sesat kan rkyt kcl dulu enggak ada online tiktok malah nyamanquot saja cara makin gampang,-7,negatif
3438,2023-10-03T23:53:44Z,@ronnyyulianto12,Giliran barang bagus terjangkau yg peraturan lah ini it lah.ya begini lah klau hidup d negara konoha,giliran barang bagus terjangkau yg peraturan lah ini it lahya begini lah klau hidup d negara konoha,giliran barang bagus terjangkau yang peraturan lah ini itu lahya begini lah kalau hidup di negara konoha,"['giliran', 'barang', 'bagus', 'terjangkau', 'yang', 'peraturan', 'lah', 'ini', 'itu', 'lahya', 'begini', 'lah', 'kalau', 'hidup', 'di', 'negara', 'konoha']",gilir barang bagus jangkau yang atur lah ini itu lahya begini lah kalau hidup di negara konoha,-1,negatif
3439,2023-10-04T00:26:30Z,@arham8872,"Pindah ke jepang bro yg negara industri, klw di indo masyarakat nya rata² bekarja di pasar mall swalayan ruko² pedagang oflen..",pindah ke jepang bro yg negara industri klw di indo masyarakat nya rata bekarja di pasar mall swalayan ruko pedagang oflen,pindah ke jepang bro yang negara industri kalau di indonesia masyarakat nya rata bekarja di pasar mall swalayan ruko pedagang oflen,"['pindah', 'ke', 'jepang', 'bro', 'yang', 'negara', 'industri', 'kalau', 'di', 'indonesia', 'masyarakat', 'nya', 'rata', 'bekarja', 'di', 'pasar', 'mall', 'swalayan', 'ruko', 'pedagang', 'oflen']",pindah ke jepang bro yang negara industri kalau di indonesia masyarakat nya rata bekarja di pasar mall swalayan ruko dagang oflen,-4,negatif
3440,2023-10-04T01:37:57Z,@ambarlm5489,mending pindah ke negeri yang produksinya barangnya aja langsung bang.<br>ngapain anda di konoha,mending pindah ke negeri yang produksinya barangnya aja langsung bangbrngapain anda di konoha,mending pindah ke negeri yang produksinya barangnya saja langsung bangbrngapain anda di konoha,"['mending', 'pindah', 'ke', 'negeri', 'yang', 'produksinya', 'barangnya', 'saja', 'langsung', 'bangbrngapain', 'anda', 'di', 'konoha']",mending pindah ke negeri yang produksi barang saja langsung bangbrngapain anda di konoha,-3,negatif
3441,2023-10-04T09:24:02Z,@fmnt3260,Lahh😂😂😂😂😂😂<br>Gak pindah aja loe bang???? 😂😂😂😂,lahhbrgak pindah aja loe bang ,lahhbrgak pindah saja lo bang ,"['lahhbrgak', 'pindah', 'saja', 'lo', 'bang']",lahhbrgak pindah saja lo bang,-2,negatif
3442,2023-10-03T23:52:49Z,@lensasenibudayaaceh,"Jika tidak sanggup menciptakan lapangan kerja seharusnya pemerintah tidak menutup tiktok shop tapi mengawasi inport ilegal,<br><br>Hanya pak anies dan muhaimin yang peduli akan rakyat yang peduli akan pedagang online.<br><br>2024 ❤ ANIES",jika tidak sanggup menciptakan lapangan kerja seharusnya pemerintah tidak menutup tiktok shop tapi mengawasi inport ilegalbrbrhanya pak anies dan muhaimin yang peduli akan rakyat yang peduli akan pedagang onlinebrbr  anies,jika tidak sanggup menciptakan lapangan kerja seharusnya pemerintah tidak menutup tiktok shop tapi mengawasi inport ilegalbrbrhanya pak anies dan muhaimin yang peduli akan rakyat yang peduli akan pedagang onlinebrbr  anies,"['jika', 'tidak', 'sanggup', 'menciptakan', 'lapangan', 'kerja', 'seharusnya', 'pemerintah', 'tidak', 'menutup', 'tiktok', 'shop', 'tapi', 'mengawasi', 'inport', 'ilegalbrbrhanya', 'pak', 'anies', 'dan', 'muhaimin', 'yang', 'peduli', 'akan', 'rakyat', 'yang', 'peduli', 'akan', 'pedagang', 'onlinebrbr', 'anies']",jika tidak sanggup cipta lapang kerja harus perintah tidak tutup tiktok shop tapi awas inport ilegalbrbrhanya pak anies dan muhaimin yang peduli akan rakyat yang peduli akan dagang onlinebrbr anies,-8,negatif
3444,2023-10-04T01:19:40Z,@rockhim2616,"​@@arham8872 yang bekerja di online shop itu juga banyak,yang bagian packing,admin.gk cuma yang punya akun doanh", yang bekerja di online shop itu juga banyakyang bagian packingadmingk cuma yang punya akun doanh, yang bekerja di online shop itu juga banyakyang bagian packingadmingk cuma yang punya akun doanh,"['yang', 'bekerja', 'di', 'online', 'shop', 'itu', 'juga', 'banyakyang', 'bagian', 'packingadmingk', 'cuma', 'yang', 'punya', 'akun', 'doanh']",yang kerja di online shop itu juga banyakyang bagi packingadmingk cuma yang punya akun doanh,-8,negatif
3445,2023-10-04T01:47:16Z,@ambarlm5489,"pengen jelasin tapi takut kepanjangan.<br>Intinya barang2 yang dijual di tiktokshop itu gak kena pajak pemasukan.<br><br>karena jualannya eceran bang.<br>harga barang dibawah 100USD itu bebas pajak.<br><br>sementara pelaku usaha import yang lain itu masukin barang dalam jumlah banyak, dipungut pajak dsb.<br>baru dia jadi barang legal. makanya harganya gak semurah yang di tiktokshop.<br><br>Intinya pemerintah udah ngeluarin peraturan baru untuk barang2 social-commerce bukannya dibiarin.<br>kalo ikutin berita jangan setengah2.<br><br>Baru<br>Pasal 21 ayat 3 menegaskan PPMSE dengan model bisnis social commerce dilarang memfasilitasi transaksi pembayaran pada sistem elektroniknya.",pengen jelasin tapi takut kepanjanganbrintinya barang yang dijual di tiktokshop itu gak kena pajak pemasukanbrbrkarena jualannya eceran bangbrharga barang dibawah usd itu bebas pajakbrbrsementara pelaku usaha import yang lain itu masukin barang dalam jumlah banyak dipungut pajak dsbbrbaru dia jadi barang legal makanya harganya gak semurah yang di tiktokshopbrbrintinya pemerintah udah ngeluarin peraturan baru untuk barang socialcommerce bukannya dibiarinbrkalo ikutin berita jangan setengahbrbrbarubrpasal  ayat  menegaskan ppmse dengan model bisnis social commerce dilarang memfasilitasi transaksi pembayaran pada sistem elektroniknya,pengin jelasin tapi takut kepanjanganbrintinya barang yang dijual di tiktokshop itu enggak kena pajak pemasukanbrbrkarena jualannya eceran bangbrharga barang dibawah usd itu bebas pajakbrbrsementara pelaku usaha import yang lain itu memasuki barang dalam jumlah banyak dipungut pajak dsbbrbaru dia jadi barang legal makanya harganya enggak semurah yang di tiktokshopbrbrintinya pemerintah sudah mengeluarkan peraturan baru untuk barang socialcommerce bukannya dibiarinbrkalo mengikuti berita jangan setengahbrbrbarubrpasal  ayat  menegaskan ppmse dengan model bisnis social commerce dilarang memfasilitasi transaksi pembayaran pada sistem elektroniknya,"['pengin', 'jelasin', 'tapi', 'takut', 'kepanjanganbrintinya', 'barang', 'yang', 'dijual', 'di', 'tiktokshop', 'itu', 'enggak', 'kena', 'pajak', 'pemasukanbrbrkarena', 'jualannya', 'eceran', 'bangbrharga', 'barang', 'dibawah', 'usd', 'itu', 'bebas', 'pajakbrbrsementara', 'pelaku', 'usaha', 'import', 'yang', 'lain', 'itu', 'memasuki', 'barang', 'dalam', 'jumlah', 'banyak', 'dipungut', 'pajak', 'dsbbrbaru', 'dia', 'jadi', 'barang', 'legal', 'makanya', 'harganya', 'enggak', 'semurah', 'yang', 'di', 'tiktokshopbrbrintinya', 'pemerintah', 'sudah', 'mengeluarkan', 'peraturan', 'baru', 'untuk', 'barang', 'socialcommerce', 'bukannya', 'dibiarinbrkalo', 'mengikuti', 'berita', 'jangan', 'setengahbrbrbarubrpasal', 'ayat', 'menegaskan', 'ppmse', 'dengan', 'model', 'bisnis', 'social', 'commerce', 'dilarang', 'memfasilitasi', 'transaksi', 'pembayaran', 'pada', 'sistem', 'elektroniknya']",pengin jelasin tapi takut kepanjanganbrintinya barang yang jual di tiktokshop itu enggak kena pajak pemasukanbrbrkarena jual ecer bangbrharga barang bawah usd itu bebas pajakbrbrsementara laku usaha import yang lain itu pasuk barang dalam jumlah banyak pungut pajak dsbbrbaru dia jadi barang legal makanya harga enggak murah yang di tiktokshopbrbrintinya perintah sudah keluar atur baru untuk barang socialcommerce bukan dibiarinbrkalo ikut berita jangan setengahbrbrbarubrpasal ayat tegas ppmse dengan model bisnis social commerce larang fasilitas transaksi bayar pada sistem elektronik,-32,negatif
3446,2023-10-03T23:46:00Z,@latifrunadyaugusteangsar8674,Mestinya pemerintah  sadar sepinya mall bukan karena Tik tok shop melainkan rakyat indonesia ngak punya duit untuk beli ini itu  jadi yg utama sekarang buat makan.,mestinya pemerintah  sadar sepinya mall bukan karena tik tok shop melainkan rakyat indonesia ngak punya duit untuk beli ini itu  jadi yg utama sekarang buat makan,mestinya pemerintah  sadar sepinya mall bukan karena tik tok shop melainkan rakyat indonesia enggak punya duit untuk beli ini itu  jadi yang utama sekarang buat makan,"['mestinya', 'pemerintah', 'sadar', 'sepinya', 'mall', 'bukan', 'karena', 'tik', 'tok', 'shop', 'melainkan', 'rakyat', 'indonesia', 'enggak', 'punya', 'duit', 'untuk', 'beli', 'ini', 'itu', 'jadi', 'yang', 'utama', 'sekarang', 'buat', 'makan']",mesti perintah sadar sepi mall bukan karena tik tok shop lain rakyat indonesia enggak punya duit untuk beli ini itu jadi yang utama sekarang buat makan,-13,negatif
3447,2023-10-03T23:54:47Z,@lensasenibudayaaceh,Kebijakan yg tidak berpihak ke rakyat<br>Hanya anies yg membela rakyat yang melakukan dagangan online.,kebijakan yg tidak berpihak ke rakyatbrhanya anies yg membela rakyat yang melakukan dagangan online,kebijakan yang tidak berpihak ke rakyatbrhanya anies yang membela rakyat yang melakukan dagangan online,"['kebijakan', 'yang', 'tidak', 'berpihak', 'ke', 'rakyatbrhanya', 'anies', 'yang', 'membela', 'rakyat', 'yang', 'melakukan', 'dagangan', 'online']",bijak yang tidak pihak ke rakyatbrhanya anies yang bela rakyat yang laku dagang online,-20,negatif
3448,2023-10-04T00:10:46Z,@arham8872,"Ekonomi negara masih baik² saja bg, cuma duit udah di monopoli oleh onlen shop,..duit ngk berputar lagi di kalangan bawah, sekarang duit langsung ke org kaya, <br>Bukti nya liat omset pedagang onlen sehari bisa dpt ratusan jt hingga 40 milyar lebih..",ekonomi negara masih baik saja bg cuma duit udah di monopoli oleh onlen shopduit ngk berputar lagi di kalangan bawah sekarang duit langsung ke org kaya brbukti nya liat omset pedagang onlen sehari bisa dpt ratusan jt hingga  milyar lebih,ekonomi negara masih baik saja bang cuma duit sudah di monopoli oleh onlen shopduit enggak berputar lagi di kalangan bawah sekarang duit langsung ke orang kayak brbukti nya lihat omset pedagang onlen sehari bisa dapat ratusan juta hingga  milyar lebih,"['ekonomi', 'negara', 'masih', 'baik', 'saja', 'bang', 'cuma', 'duit', 'sudah', 'di', 'monopoli', 'oleh', 'onlen', 'shopduit', 'enggak', 'berputar', 'lagi', 'di', 'kalangan', 'bawah', 'sekarang', 'duit', 'langsung', 'ke', 'orang', 'kayak', 'brbukti', 'nya', 'lihat', 'omset', 'pedagang', 'onlen', 'sehari', 'bisa', 'dapat', 'ratusan', 'juta', 'hingga', 'milyar', 'lebih']",ekonomi negara masih baik saja bang cuma duit sudah di monopoli oleh onlen shopduit enggak putar lagi di kalang bawah sekarang duit langsung ke orang kayak brbukti nya lihat omset dagang onlen hari bisa dapat ratus juta hingga milyar lebih,8,positif
3449,2023-10-04T00:52:33Z,@kamilbintangutara,"Sumpah dmna2 UMKM ngeluh,lebih2 dari corona,padahal tanggal muda,tpi parah omset drastis turun,dari sesudah lebaran haji,tak kunjung membaik,heran ku,",sumpah dmna umkm ngeluhlebih dari coronapadahal tanggal mudatpi parah omset drastis turundari sesudah lebaran hajitak kunjung membaikheran ku,sumpah dimana umkm ngeluhlebih dari coronapadahal tanggal mudatpi parah omset drastis turundari sesudah lebaran hajitak kunjung membaikheran ku,"['sumpah', 'dimana', 'umkm', 'ngeluhlebih', 'dari', 'coronapadahal', 'tanggal', 'mudatpi', 'parah', 'omset', 'drastis', 'turundari', 'sesudah', 'lebaran', 'hajitak', 'kunjung', 'membaikheran', 'ku']",sumpah mana umkm ngeluhlebih dari coronapadahal tanggal mudatpi parah omset drastis turundari sudah lebaran hajitak kunjung membaikheran ku,1,positif
3451,2023-10-04T01:00:38Z,@user-cs9xq4qw7g,Maaf anda warassss,maaf anda warassss,maaf anda warassss,"['maaf', 'anda', 'warassss']",maaf anda warassss,1,positif
3452,2023-10-03T23:43:46Z,@kartiyahs29,Aku lebih suka belanja di tokonya langsung pilih bebas bisa langsung pegang barangnya bagus apa tidak soal harga lihat barang kalo bagus yg mahal kalo jelek murah,aku lebih suka belanja di tokonya langsung pilih bebas bisa langsung pegang barangnya bagus apa tidak soal harga lihat barang kalo bagus yg mahal kalo jelek murah,aku lebih suka belanja di tokonya langsung pilih bebas bisa langsung pegang barangnya bagus apa tidak soal harga lihat barang kalo bagus yang mahal kalo jelek murah,"['aku', 'lebih', 'suka', 'belanja', 'di', 'tokonya', 'langsung', 'pilih', 'bebas', 'bisa', 'langsung', 'pegang', 'barangnya', 'bagus', 'apa', 'tidak', 'soal', 'harga', 'lihat', 'barang', 'kalo', 'bagus', 'yang', 'mahal', 'kalo', 'jelek', 'murah']",aku lebih suka belanja di toko langsung pilih bebas bisa langsung pegang barang bagus apa tidak soal harga lihat barang kalo bagus yang mahal kalo jelek murah,1,positif
3453,2023-10-04T00:33:38Z,@tariofficial9902,"sama mb aku orangnya simpell suka belanja di pasarr dri pd onlinee , pernah online baju yang datang kayak saringan tahu ,",sama mb aku orangnya simpell suka belanja di pasarr dri pd onlinee  pernah online baju yang datang kayak saringan tahu ,sama mbak aku orangnya simpell suka belanja di pasarr dari pada onlinee  pernah online baju yang datang kayak saringan tahu ,"['sama', 'mbak', 'aku', 'orangnya', 'simpell', 'suka', 'belanja', 'di', 'pasarr', 'dari', 'pada', 'onlinee', 'pernah', 'online', 'baju', 'yang', 'datang', 'kayak', 'saringan', 'tahu']",sama mbak aku orang simpell suka belanja di pasarr dari pada onlinee pernah online baju yang datang kayak saring tahu,-2,negatif
3454,2023-10-04T01:04:04Z,@drflasher7645,"Sama.. saya pernah belanja online 3x barang tidak sesuai, foto nya bagus luar biasa tapi kenyataannya 😢.. sudah kapok kalo beli make up dan baju (dll) saya seneng beli offline.. pegang barang langsung sekalian jalan2",sama saya pernah belanja online x barang tidak sesuai foto nya bagus luar biasa tapi kenyataannya  sudah kapok kalo beli make up dan baju dll saya seneng beli offline pegang barang langsung sekalian jalan,sama saya pernah belanja online kali barang tidak sesuai foto nya bagus luar biasa tapi kenyataannya  sudah kapok kalo beli memakai up dan baju dll saya senang beli offline pegang barang langsung sekalian jalan,"['sama', 'saya', 'pernah', 'belanja', 'online', 'kali', 'barang', 'tidak', 'sesuai', 'foto', 'nya', 'bagus', 'luar', 'biasa', 'tapi', 'kenyataannya', 'sudah', 'kapok', 'kalo', 'beli', 'memakai', 'up', 'dan', 'baju', 'dll', 'saya', 'senang', 'beli', 'offline', 'pegang', 'barang', 'langsung', 'sekalian', 'jalan']",sama saya pernah belanja online kali barang tidak sesuai foto nya bagus luar biasa tapi nyata sudah kapok kalo beli pakai up dan baju dll saya senang beli offline pegang barang langsung sekali jalan,19,positif
3455,2023-10-04T01:25:02Z,@supraptiprapti6528,"Sy jg pernah beli baju,sepatu online tdk sesuai dgn fotonya amat sangat kecewa,terakhir beli kursi ukir jepara jg mengecewakan,sekarang kalau beli2 lebih baik langsung ke tokonya saja bisa milih n langsung tahu barangnya",sy jg pernah beli bajusepatu online tdk sesuai dgn fotonya amat sangat kecewaterakhir beli kursi ukir jepara jg mengecewakansekarang kalau beli lebih baik langsung ke tokonya saja bisa milih n langsung tahu barangnya,saya juga pernah beli bajusepatu online tidak sesuai dengan fotonya amat sangat kecewaterakhir beli kursi ukir jepara juga mengecewakansekarang kalau beli lebih baik langsung ke tokonya saja bisa memilih n langsung tahu barangnya,"['saya', 'juga', 'pernah', 'beli', 'bajusepatu', 'online', 'tidak', 'sesuai', 'dengan', 'fotonya', 'amat', 'sangat', 'kecewaterakhir', 'beli', 'kursi', 'ukir', 'jepara', 'juga', 'mengecewakansekarang', 'kalau', 'beli', 'lebih', 'baik', 'langsung', 'ke', 'tokonya', 'saja', 'bisa', 'memilih', 'n', 'langsung', 'tahu', 'barangnya']",saya juga pernah beli bajusepatu online tidak sesuai dengan foto amat sangat kecewaterakhir beli kursi ukir jepara juga mengecewakansekarang kalau beli lebih baik langsung ke toko saja bisa pilih n langsung tahu barang,14,positif
3456,2023-10-04T01:34:14Z,@rizalprasetyorizal519,Jd bgmn dgn kami yg jauh dari kota?,jd bgmn dgn kami yg jauh dari kota,jadi bagaimana dengan kami yang jauh dari kota,"['jadi', 'bagaimana', 'dengan', 'kami', 'yang', 'jauh', 'dari', 'kota']",jadi bagaimana dengan kami yang jauh dari kota,-12,negatif
3457,2023-10-04T01:35:03Z,@drflasher7645,@@supraptiprapti6528 betul mbak .. kalo sudah kadung beli terus jelek gitu kita mau komplain kemana .. tidak ada hukum yg jelas.. kita yg jelas2 dirugikan .., betul mbak  kalo sudah kadung beli terus jelek gitu kita mau komplain kemana  tidak ada hukum yg jelas kita yg jelas dirugikan , betul mbak  kalo sudah kadung beli terus jelek begitu kita mau komplain kemana  tidak ada hukum yang jelas kita yang jelas dirugikan ,"['betul', 'mbak', 'kalo', 'sudah', 'kadung', 'beli', 'terus', 'jelek', 'begitu', 'kita', 'mau', 'komplain', 'kemana', 'tidak', 'ada', 'hukum', 'yang', 'jelas', 'kita', 'yang', 'jelas', 'dirugikan']",betul mbak kalo sudah kadung beli terus jelek begitu kita mau komplain mana tidak ada hukum yang jelas kita yang jelas rugi,-4,negatif
3458,2023-10-03T23:42:44Z,@jamalnasir2794,Kasihan dong pedagang kecil,kasihan dong pedagang kecil,kasihan dong pedagang kecil,"['kasihan', 'dong', 'pedagang', 'kecil']",kasihan dong dagang kecil,1,positif
3459,2023-10-04T00:16:31Z,@arham8872,"pedagang kecil ngk ada yg bisa berkembang tiktok, klw efiliet nya emang banyak,( penyambung tangan pemilik barang)<br>Pemilik barang rata² org kya seprti pemilik kompeksi,",pedagang kecil ngk ada yg bisa berkembang tiktok klw efiliet nya emang banyak penyambung tangan pemilik barangbrpemilik barang rata org kya seprti pemilik kompeksi,pedagang kecil enggak ada yang bisa berkembang tiktok kalau efiliet nya memang banyak penyambung tangan pemilik barangbrpemilik barang rata orang kaya seprti pemilik kompeksi,"['pedagang', 'kecil', 'enggak', 'ada', 'yang', 'bisa', 'berkembang', 'tiktok', 'kalau', 'efiliet', 'nya', 'memang', 'banyak', 'penyambung', 'tangan', 'pemilik', 'barangbrpemilik', 'barang', 'rata', 'orang', 'kaya', 'seprti', 'pemilik', 'kompeksi']",dagang kecil enggak ada yang bisa kembang tiktok kalau efiliet nya memang banyak sambung tangan milik barangbrpemilik barang rata orang kaya seprti milik kompeksi,8,positif
3460,2023-10-04T03:14:58Z,@jamalnasir2794,"@@arham8872 bnr BG, emang setiap pedagang pny smart phone, mikir?", bnr bg emang setiap pedagang pny smart phone mikir, benar bang memang setiap pedagang punya smart phone mikir,"['benar', 'bang', 'memang', 'setiap', 'pedagang', 'punya', 'smart', 'phone', 'mikir']",benar bang memang tiap dagang punya smart phone mikir,11,positif
3462,2023-10-04T00:30:33Z,@arham8872,Pake sendiri bg😅,pake sendiri bg,pakai sendiri bang,"['pakai', 'sendiri', 'bang']",pakai sendiri bang,-3,negatif
3463,2023-10-04T01:25:36Z,@simawar4602,@@arham8872 bayi ane yg butuh bambang😂😂😂, bayi ane yg butuh bambang, bayi ane yang butuh bambang,"['bayi', 'ane', 'yang', 'butuh', 'bambang']",bayi ane yang butuh bambang,-13,negatif
3464,2023-10-04T01:38:38Z,@ambarlm5489,jualin di t*kped susah amat.,jualin di tkped susah amat,jualin di tkped susah amat,"['jualin', 'di', 'tkped', 'susah', 'amat']",jualin di tkped susah amat,1,positif
3466,2023-10-03T23:40:06Z,@rizalkariyanto7006,"Pasti tik tok punya solusinya, apapun semakin besar pasti ada saja batu sandungannya",pasti tik tok punya solusinya apapun semakin besar pasti ada saja batu sandungannya,pasti tik tok punya solusinya apapun semakin besar pasti ada saja batu sandungannya,"['pasti', 'tik', 'tok', 'punya', 'solusinya', 'apapun', 'semakin', 'besar', 'pasti', 'ada', 'saja', 'batu', 'sandungannya']",pasti tik tok punya solusi apa makin besar pasti ada saja batu sandungan,18,positif
3467,2023-10-04T01:28:04Z,@ashchanel1139,Tiktok itu punya orng asing.. 😂,tiktok itu punya orng asing ,tiktok itu punya orang asing ,"['tiktok', 'itu', 'punya', 'orang', 'asing']",tiktok itu punya orang asing,1,positif
3468,2023-10-04T05:35:09Z,@rudiharahap3497,@@ashchanel1139yg lain juga punya org asing😂, lain juga punya org asing, lain juga punya orang asing,"['lain', 'juga', 'punya', 'orang', 'asing']",lain juga punya orang asing,-1,negatif
3469,2023-10-03T23:39:52Z,@bejolesperinggo,Jangan tebang pilih...itu gimana shopee lazada dan lainnya,jangan tebang pilihitu gimana shopee lazada dan lainnya,jangan tebang pilihitu bagaimana shopee lazada dan lainnya,"['jangan', 'tebang', 'pilihitu', 'bagaimana', 'shopee', 'lazada', 'dan', 'lainnya']",jangan tebang pilihitu bagaimana shopee lazada dan lain,-7,negatif
3470,2023-10-03T23:53:17Z,@finsaraditya6454,"mereka sdh pny izinnya bang, tiktok aja yg blm",mereka sdh pny izinnya bang tiktok aja yg blm,mereka sudah punya izinnya bang tiktok saja yang belum,"['mereka', 'sudah', 'punya', 'izinnya', 'bang', 'tiktok', 'saja', 'yang', 'belum']",mereka sudah punya izin bang tiktok saja yang belum,-6,negatif
3471,2023-10-03T23:57:07Z,@bejolesperinggo,@@finsaraditya6454 bikin undang undangnya untuk melarangnya...soalnya efeknya sama mematikan umkm offline juga...malah mereka lebih duluan..sedangkan tiktokshop kemudian, bikin undang undangnya untuk melarangnyasoalnya efeknya sama mematikan umkm offline jugamalah mereka lebih duluansedangkan tiktokshop kemudian, bikin undang undangnya untuk melarangnyasoalnya efeknya sama mematikan umkm offline jugamalah mereka lebih duluansedangkan tiktokshop kemudian,"['bikin', 'undang', 'undangnya', 'untuk', 'melarangnyasoalnya', 'efeknya', 'sama', 'mematikan', 'umkm', 'offline', 'jugamalah', 'mereka', 'lebih', 'duluansedangkan', 'tiktokshop', 'kemudian']",bikin undang undang untuk melarangnyasoalnya efek sama mati umkm offline jugamalah mereka lebih duluansedangkan tiktokshop kemudian,15,positif
3473,2023-10-04T00:00:53Z,@bejolesperinggo,"@@hatori7720 maksud saya efek ke umkm offline nya, sama aja bosss", maksud saya efek ke umkm offline nya sama aja bosss, maksud saya efek ke umkm offline nya sama saja bosss,"['maksud', 'saya', 'efek', 'ke', 'umkm', 'offline', 'nya', 'sama', 'saja', 'bosss']",maksud saya efek ke umkm offline nya sama saja bosss,3,positif
3476,2023-10-03T23:38:30Z,@redylombok6062,Tutup tiktoknya .. baru bagus..jangan menyalahkan orng bro,tutup tiktoknya  baru bagusjangan menyalahkan orng bro,tutup tiktoknya  baru bagusjangan menyalahkan orang bro,"['tutup', 'tiktoknya', 'baru', 'bagusjangan', 'menyalahkan', 'orang', 'bro']",tutup tiktoknya baru bagusjangan salah orang bro,-6,negatif
3477,2023-10-04T00:35:29Z,@fauzanozon6186,Pahami informasinya mas e..,pahami informasinya mas e,pahami informasinya mas e,"['pahami', 'informasinya', 'mas', 'e']",paham informasi mas e,2,positif
3478,2023-10-03T23:38:05Z,@AishaPashaPatria,Kenapa ya?,kenapa ya,kenapa ya,"['kenapa', 'ya']",kenapa ya,4,positif
3479,2023-10-03T23:41:35Z,@azfara6921,Penjual oflen pada bangkrut,penjual oflen pada bangkrut,penjual oflen pada bangkrut,"['penjual', 'oflen', 'pada', 'bangkrut']",jual oflen pada bangkrut,-7,negatif
3480,2023-10-03T23:48:10Z,@muchammadiqbal4989,​​@@azfara6921semoga usaha online bangkrut dan usaha offline bangkit kembali, usaha online bangkrut dan usaha offline bangkit kembali, usaha online bangkrut dan usaha offline bangkit kembali,"['usaha', 'online', 'bangkrut', 'dan', 'usaha', 'offline', 'bangkit', 'kembali']",usaha online bangkrut dan usaha offline bangkit kembali,-1,negatif
